UID,HPSA Name,Designation Type,HPSA Score,Primary State Abbreviation,HPSA Status,HPSA Designation Date,HPSA Designation Last Update Date,Withdrawn Date,County Name,Metropolitan Indicator,HPSA Population Type,HPSA Degree of Shortage,# of FTEs Short,HPSA Designation Population,% of Population Below 100% Poverty,Street Address,CITY,ZIP Code,Primary HHS Region Name,Rural Status,Longitude,Latitude
6259992568,Upham's Corner Health Center,Federally Qualified Health Center Look A Like,14,MA,Designated,4/30/2007,3/22/2013,,Suffolk County,Metropolitan,,,0,,,500 Columbia Rd,Dorchester,02125-2322,Region I,Non-Rural,-71.0673981,42.31471756
617999173G,Centro De Salud Esperanza,Federally Qualified Health Center,13,IL,Designated,4/30/2007,10/19/2012,,Cook County,Metropolitan,,,0,,,2001 S California Ave,Chicago,60608-2486,Region V,Non-Rural,-87.69549423,41.85443909
60699906H3,Mission City Community,Federally Qualified Health Center,13,CA,Designated,4/30/2007,2/26/2018,,Los Angeles County,Metropolitan,,,0,,,15206 Parthenia St,North Hills,91343-5305,Region IX,Non-Rural,-118.4636049,34.22817251
642999424A,"Metro Family Practice, Inc.",Federally Qualified Health Center Look A Like,12,PA,Designated,4/30/2007,8/8/2011,,Allegheny County,Metropolitan,,,0,,,901 West St # B,Pittsburgh,15221-2833,Region III,Non-Rural,-79.89008322,40.44451017
6549995477,Hygeia Facilities Foundation,Federally Qualified Health Center Look A Like,8,WV,Designated,4/30/2007,3/28/2012,,Boone County,Non-Metropolitan,,,0,,,37456 Coal River Rd,Whitesville,25209-9077,Region III,Non-Rural,-81.53904266,37.98416687
617999173H,Mercy Diagnostic and Treatment Center,Federally Qualified Health Center Look A Like,0,IL,Designated,4/30/2007,5/12/2014,,Cook County,Metropolitan,,,0,,,2525 S Michigan Ave,Chicago,60616-2315,Region V,Non-Rural,-87.62352426,41.8468117
6419994177,"Waterfall Clinic, Inc.",Federally Qualified Health Center,0,OR,Designated,4/30/2007,4/30/2007,,Coos County,Non-Metropolitan,,,0,,,1890 Waite St Ste 3,North Bend,97459-1229,Region X,Rural,-124.2378726,43.38868357
6.37E+10,Association Community Action of Northeast Adironda,Federally Qualified Health Center Look A Like,0,NY,Designated,4/30/2007,4/30/2007,,Essex County,Non-Metropolitan,,,0,,,3 Farrell Rd,Willsboro,12996-3904,Region II,Rural,-73.39598958,44.37044348
64299942AG,"Primary Care of Mt. Morris, Inc.",Federally Qualified Health Center Look A Like,0,PA,Withdrawn,4/30/2007,1/14/2013,,Greene County,Non-Metropolitan,,,0,,,104 Front St Ste 2,Mount Morris,15349-2342,Region III,Rural,-80.06493694,39.73719802
64899948G9,Houston Community Health,Federally Qualified Health Center Look A Like,0,TX,Withdrawn,4/30/2007,9/30/2007,,Harris County,Metropolitan,,,0,,,424 Hahlo St,Houston,77020-3022,Region VI,Non-Rural,-95.30949416,29.78049599
63799937A6,Roanoke-Chowan Community Health Center,Federally Qualified Health Center,0,NC,Designated,4/30/2007,5/13/2014,,Hertford County,Non-Metropolitan,,,0,,,10 Ridgelawn Rd.,Ahoskie,27910,Region IV,Rural,-76.98701009,36.287476
6159991531,Papa Ola Lokahi,Federally Qualified Health Center Look A Like,0,HI,Designated,4/30/2007,4/30/2007,,Honolulu County,Metropolitan,,,0,,,894 Queen St,Honolulu,96813-5204,Region IX,Non-Rural,-157.8549186,21.29833744
60699906H7,Saint Anthony Medical,Federally Qualified Health Center Look A Like,0,CA,Designated,4/30/2007,4/30/2007,,Kern County,Metropolitan,,,0,,,6288 Hollywood Blvd,Ridgecrest,93555,Region IX,Rural,-117.66017,35.6221699
60699906J3,Westside Neighborhood Clinic,Federally Qualified Health Center Look A Like,0,CA,Withdrawn,4/30/2007,7/8/2010,,Los Angeles County,Metropolitan,,,0,,,1436 W 23rd St,Long Beach,90810-3562,Region IX,Non-Rural,-118.2115465,33.79886974
60699906J2,Westside Family Health Center,Federally Qualified Health Center,0,CA,Designated,4/30/2007,4/30/2007,,Los Angeles County,Metropolitan,,,0,,,Ocean Park Blvd,Santa Monica,90405,Region IX,Non-Rural,-118.4491018,34.02287015
60699906H1,Los Angeles County Department of Health,Federally Qualified Health Center Look A Like,0,CA,Withdrawn,4/30/2007,10/31/2006,,Los Angeles County,Metropolitan,,,0,,,313 N Figueroa St,Los Angeles,90012-2602,Region IX,Non-Rural,-118.2492434,34.05964483
60699906G8,Family Health Centers,Federally Qualified Health Center Look A Like,0,CA,Withdrawn,4/30/2007,6/11/2016,,Los Angeles County,Metropolitan,,,0,,,6501 Garfield Ave,Bell Gardens,90201-1805,Region IX,Non-Rural,-118.1475585,33.97291336
60699906H6,Potter Valley Community Health Center,Federally Qualified Health Center Look A Like,0,CA,Designated,4/30/2007,4/30/2007,,Mendocino County,Non-Metropolitan,,,0,,,10175 Main St,Potter Valley,95469-9749,Region IX,Rural,-123.1098406,39.32185751
6349993438,Monmouth Family Health Center,Federally Qualified Health Center,0,NJ,Designated,4/30/2007,4/30/2007,,Monmouth County,Metropolitan,,,0,,,270 Broadway,Long Branch,07740-7027,Region II,Non-Rural,-73.99028136,40.30411154
60699906J8,Monterey County Health Department,Federally Qualified Health Center Look A Like,0,CA,Designated,4/30/2007,4/30/2007,,Monterey County,Metropolitan,,,0,,,559 E Alisal St,Salinas,93905-2516,Region IX,Non-Rural,-121.6359086,36.67376941
6549995475,"Mountaineer Community Health Center, Inc.",Federally Qualified Health Center Look A Like,0,WV,Designated,4/30/2007,4/30/2007,,Morgan County,Non-Metropolitan,,,0,,,783 Winchester St,Great Cacapon,25422,Region III,Rural,-78.45508837,39.52590009
60699906H2,Miners Community Clinic,Federally Qualified Health Center Look A Like,0,CA,Designated,4/30/2007,4/30/2007,,Nevada County,Non-Metropolitan,,,0,,,648B Zion St,Nevada City,95959-2964,Region IX,Rural,-121.0246814,39.25604087
60699906G3,Community Care Health,Federally Qualified Health Center Look A Like,0,CA,Withdrawn,4/30/2007,9/25/2008,,Orange County,Metropolitan,,,0,,,8041 Newman Ave,Huntington Beach,92647-7034,Region IX,Non-Rural,-117.9882715,33.70481047
6469994631,Rapid City Community,Federally Qualified Health Center Look A Like,0,SD,Withdrawn,4/30/2007,12/5/2007,,Pennington County,Metropolitan,,,0,,,504 E Monroe St,Rapid City,57701-1400,Region VIII,Non-Rural,-103.203162,44.09030147
6449994424,Chad Brown Health Center,Federally Qualified Health Center Look A Like,0,RI,Withdrawn,4/30/2007,11/20/2013,,Providence County,Metropolitan,,,0,,,285A Chad Brown St,Providence,02908-3102,Region I,Non-Rural,-71.42176754,41.84182825
63799937A5,RMSA Health Center,Federally Qualified Health Center Look A Like,0,NC,Withdrawn,4/30/2007,4/9/2008,,Rockingham County,Non-Metropolitan,,,0,,,409 W Harrison St,Reidsville,27320-5015,Region IV,Rural,-79.66720341,36.35497651
6209992080,"Gracemed Health Clinic, Inc.",Federally Qualified Health Center Look A Like,0,KS,Withdrawn,4/30/2007,5/21/2008,,Sedgwick County,Non-Metropolitan,,,0,,,1611 N Mosley St,Wichita,67214-1343,Region VII,Non-Rural,-97.3277072,37.71197944
6259992567,Harvard Street Neighborhood Health Center,Federally Qualified Health Center Look A Like,0,MA,Withdrawn,4/30/2007,9/20/2016,9/20/2016,Suffolk County,Unknown,,,0,,,632 Blue Hill Ave,Dorchester,02121-3213,Region I,Non-Rural,-71.08527005,42.30263791
60699906J6,Family Care/Tulare City,Federally Qualified Health Center Look A Like,0,CA,Designated,4/30/2007,4/30/2007,,Tulare County,Metropolitan,,,0,,,303 E Olive Ave,Porterville,93257-4835,Region IX,Non-Rural,-119.0096325,36.06506953
6449994423,"Bayside Family Healthcare, Inc.",Federally Qualified Health Center Look A Like,0,RI,Withdrawn,4/30/2007,11/20/2013,,Washington County,Metropolitan,,,0,,,308 Callahan Rd,North Kingstown,02852-7739,Region I,Non-Rural,-71.44125181,41.60010049
606999069Z,Communicare Health,Federally Qualified Health Center Look A Like,0,CA,Withdrawn,4/30/2007,10/31/2006,,Yolo County,Metropolitan,,,0,,,2040 Sutter Pl,Davis,95616-6201,Region IX,Non-Rural,-121.7715197,38.56293245
60699906TY,"Chuk Ndule, MD",Rural Health Clinic,7,CA,Designated,5/9/2007,3/20/2012,,Yuba County,Metropolitan,,,0,1,,825 9th St Ste C,Marysville,95901-5246,Region IX,Non-Rural,-121.5967841,39.14421546
61799917A4,Morrison Community Hospital Family Care,Rural Health Clinic,5,IL,Designated,5/9/2007,5/9/2007,,Whiteside County,Metropolitan,,,0,1,,303 N Jackson St,Morrison,61270-3042,Region V,Rural,-89.95664231,41.80909538
6.54E+14,Lincoln Ave Fam Medical,Rural Health Clinic,0,WA,Designated,5/11/2007,5/11/2007,,Yakima County,Non-Metropolitan,,,0,,,803 E Lincoln Ave,Sunnyside,98944-2383,Region X,Rural,-120.0099053,46.31641132
63699936F7,Union Community Health Center,Federally Qualified Health Center,11,NY,Designated,5/15/2007,5/1/2015,,Bronx County,Metropolitan,,,0,,,260 E 188th St,Bronx,10458-5302,Region II,Non-Rural,-73.89589674,40.86084101
6549995483,Webster County Memorial Hospital,Rural Health Clinic,13,WV,Designated,5/18/2007,8/16/2016,,Webster County,Non-Metropolitan,,,0,,,324 Miller Mountain Dr,Webster Springs,26288-1065,Region III,Rural,-80.41323783,38.48280677
6199173062,Clarinda Correctional Facility,Correctional Facility,12,IA,Designated,5/25/2007,8/24/2018,,Page County,Unknown,,12,0.67,1004,,2000 N 16th St,Clarinda,51632-1174,Region VII,Rural,-95.0376827,40.75369196
63999939B9,Muskingum Valley Health Centers,Federally Qualified Health Center,14,OH,Designated,5/31/2007,11/27/2012,,Morgan County,Non-Metropolitan,,,0,,,4279 N State Route 376 NW,Mcconnelsville,43756-9145,Region V,Rural,-81.85901487,39.66270648
6339993324,Mid State Health Center,Federally Qualified Health Center,16,NH,Designated,6/12/2007,7/29/2014,,Grafton County,Non-Metropolitan,,,0,,,101 Boulder Point Dr Ste 1,Plymouth,03264-3170,Region I,Rural,-71.73956672,43.76952033
6169991666,Family Practice Residency of ID,Federally Qualified Health Center,19,ID,Designated,6/14/2007,3/11/2014,,Ada County,Metropolitan,,,0,,,2275 S Eagle Rd,Meridian,83642-5079,Region X,Non-Rural,-116.3545214,43.58421
6.54E+13,Grandview Medical Center,Rural Health Clinic,17,WA,Designated,6/15/2007,11/18/2014,,Yakima County,Non-Metropolitan,,,0,,,208 N Euclid Rd,Grandview,98930-9470,Region X,Rural,-119.9156732,46.25967541
63799937B1,Granville Internal Medical and Geriatrics,Rural Health Clinic,2,NC,Designated,6/19/2007,6/19/2007,,Granville County,Non-Metropolitan,,,0,,,1032 College St,Oxford,27565-2507,Region IV,Rural,-78.5941229,36.32672972
64899948L3,Special Health Resources of Texas,Federally Qualified Health Center,19,TX,Designated,6/21/2007,10/2/2015,,Gregg County,Non-Metropolitan,,,0,,,323 N High St,Longview,75601-6336,Region VI,Non-Rural,-94.74100447,32.49756736
60699906B9,Western Sierra Medical Clinic,Federally Qualified Health Center,16,CA,Designated,7/1/2007,12/27/2013,,Sierra County,Non-Metropolitan,,,0,,,209 Nevada St,Downieville,95936,Region IX,Rural,-120.8295286,39.559056
6279992780,Sleepy Eye Medical Center,Rural Health Clinic,0,MN,Designated,7/5/2007,6/30/2011,,Brown County,Non-Metropolitan,,,0,,,400 4th Ave NW,Sleepy Eye,56085-1109,Region V,Rural,-94.72745133,44.29940733
63799937C2,Rocky Mount OIC Family Medical Center,Federally Qualified Health Center Look A Like,0,NC,Designated,7/10/2007,7/10/2007,,Edgecombe County,Metropolitan,,,0,,,111 S Fairview Rd,Rocky Mount,27801-6971,Region IV,Non-Rural,-77.77448954,35.92915283
61999919C7,Farmington Rural Health,Rural Health Clinic,0,IA,Designated,7/10/2007,7/10/2007,,Van Buren County,Non-Metropolitan,,,0,,,206 S 4th St,Farmington,52626-9235,Region VII,Rural,-91.74025064,40.63998689
6549995488,"Change, Inc. Dba Family Medical Care",Federally Qualified Health Center,0,WV,Designated,7/11/2007,7/11/2007,,Hancock County,Metropolitan,,,0,,,3136 West St,Weirton,26062-4637,Region III,Non-Rural,-80.58961555,40.40616471
61999919C6,Douds Medical Clinic,Rural Health Clinic,0,IA,Designated,7/19/2007,7/19/2007,,Van Buren County,Non-Metropolitan,,,0,,,14204 Highway 98,Douds,52551-8158,Region VII,Rural,-92.08650188,40.83936473
61999919C5,Keosauqua Rural Health,Rural Health Clinic,0,IA,Designated,7/19/2007,7/19/2007,,Van Buren County,Non-Metropolitan,,,0,,,304 Franklin St,Keosauqua,52565-1164,Region VII,Rural,-91.95874962,40.73570426
61999919C4,Cantril Medical Clinic,Rural Health Clinic,0,IA,Designated,7/19/2007,7/19/2007,,Van Buren County,Non-Metropolitan,,,0,,,109 W 3rd St,Cantril,52542-1077,Region VII,Rural,-92.07099923,40.64356231
617999175K,Thomas H. Boyd Rural Health Clinic,Rural Health Clinic,0,IL,Designated,7/31/2007,7/31/2007,,Greene County,Non-Metropolitan,,,0,,,800 School St,Carrollton,62016-1436,Region V,Rural,-90.41236308,39.29625261
6536944350,Clallam Bay Corrections Center,Correctional Facility,21,WA,Proposed For Withdrawal,8/10/2007,12/28/2018,,Clallam County,Unknown,,12,0.75,1123,,1830 Eagle Crest Way,Clallam Bay,98326-9724,Region X,Rural,-124.286783,48.240841
6177740451,Logan Correctional Center,Correctional Facility,12,IL,Designated,8/10/2007,8/24/2018,,Logan County,Unknown,,12,2.82,4236,,1096 1350th St,Lincoln,62656-5094,Region V,Rural,-89.38809538,40.11400291
6171135004,CF - Sheridan Correctional Center,Correctional Facility,6,IL,Designated,8/10/2007,11/16/2016,,La Salle County,Unknown,,6,0.78,1895,,4017 E 2603rd Rd,Sheridan,60551-9502,Region V,Rural,-88.67953686,41.51705783
6174241054,Big Muddy River Correctional Center,Correctional Facility,3,IL,Designated,8/10/2007,8/24/2018,,Jefferson County,Unknown,,3,0.65,2052,,251 N ILLINOIS H,Ina,62846,Region V,Rural,-88.90504869,38.1520236
6174288825,Shawnee Correctional Center,Correctional Facility,3,IL,Designated,8/10/2007,8/29/2018,,Johnson County,Unknown,,3,0.34,1717,,6665 State Route 146 E,Vienna,62995-3122,Region V,Rural,-88.77683009,37.39785815
6171392988,Hill Correctional Center,Correctional Facility,3,IL,Designated,8/10/2007,7/6/2018,,Knox County,Unknown,,3,0.06,1757,,600 S Linwood Rd,Galesburg,61401-9016,Region V,Rural,-90.40275886,40.94101351
6179487379,CF - Dixon,Correctional Facility,3,IL,Designated,8/10/2007,11/16/2016,,Lee County,Unknown,,3,0.64,2348,,2600 N Brinton Ave,Dixon,61021-9532,Region V,Rural,-89.48261282,41.88196689
6174808965,Pontiac Correctional Center,Correctional Facility,3,IL,Designated,8/10/2007,8/9/2018,,Livingston County,Unknown,,3,0.14,1292,,700 W Lincoln St,Pontiac,61764-2323,Region V,Rural,-88.63607696,40.87175609
6173535380,Danville Correctional Center,Correctional Facility,3,IL,Designated,8/10/2007,8/24/2018,,Vermilion County,Unknown,,3,0.52,1742,,3820 E Main St,Danville,61834-5796,Region V,Non-Rural,-87.53817114,40.13299363
6549995482,Rupert Primary Care,Rural Health Clinic,0,WV,Designated,8/10/2007,8/10/2007,,Greenbrier County,Non-Metropolitan,,,0,,,1109 Greenbrier St,Rupert,25984,Region III,Rural,-80.68333195,37.95802156
6219992151,Madison Family Clinic,Rural Health Clinic,3,KY,Designated,8/18/2007,8/18/2007,,Madison County,Non-Metropolitan,,,0,,,2161 Lexington Rd Ste 1,Richmond,40475-7952,Region IV,Rural,-84.32141139,37.77696892
62699926F9,Lakeview Medical Center,Rural Health Clinic,16,MI,Designated,8/20/2007,7/10/2013,,Van Buren County,Non-Metropolitan,,,0,,,408 Hazen St,Paw Paw,49079-1019,Region V,Non-Rural,-85.8979859,42.22103768
6532034683,CF-Airway Heights Corrections Center,Correctional Facility,3,WA,Designated,8/20/2007,11/24/2017,,Spokane County,Unknown,,3,0.52,3476,,11919 W Sprague Ave,Airway Heights,99001,Region X,Non-Rural,-117.577449,47.657456
62699926F7,Lakeshore Medical Center,Rural Health Clinic,0,MI,Designated,8/24/2007,8/24/2007,,Muskegon County,Non-Metropolitan,,,0,,,905 E Colby St,Whitehall,49461-1262,Region V,Non-Rural,-86.33412075,43.40935651
6111967528,Spanish Catholic Center,Other Facility,17,DC,Designated,8/27/2007,10/26/2018,,District of Columbia,Unknown,,,,,,1618 Monroe St NW,Washington,20010-1804,Region III,Non-Rural,-77.03729394,38.93290369
64899948K1,La Bahia Clinic,Rural Health Clinic,0,TX,Designated,8/28/2007,8/28/2007,,Bee County,Non-Metropolitan,,,0,,,1602 E Houston St Ste C,Beeville,78102-5335,Region VI,Rural,-97.73082185,28.40879744
62699926F5,Osf St. Francis Women's Center,Rural Health Clinic,16,MI,Designated,8/29/2007,7/24/2013,,Delta County,Non-Metropolitan,,,0,,,3409 Ludington St,Escanaba,49829-4212,Region V,Rural,-87.09546962,45.74565812
62699926F4,Osf Medical Group-Gladstone,Rural Health Clinic,14,MI,Designated,8/29/2007,6/8/2012,,Delta County,Non-Metropolitan,,,0,,,128 Michigan Ave,Gladstone,49837-1929,Region V,Rural,-87.00693451,45.84725567
62699926F6,Lakeshore Medical Center - Shelby,Rural Health Clinic,0,MI,Designated,8/29/2007,5/8/2014,,Oceana County,Non-Metropolitan,,,0,,,218 N Michigan Ave,Shelby,49455-1028,Region V,Rural,-86.36392207,43.61229016
617999175P,Cass County Health Department,Federally Qualified Health Center,23,IL,Designated,9/1/2007,9/29/2016,,Cass County,Non-Metropolitan,,,0,,,331 S Main St,Virginia,62691-1571,Region V,Rural,-90.21241071,39.9476455
60699906B6,Avenal Community Health Center,Federally Qualified Health Center,20,CA,Designated,9/1/2007,12/26/2013,,Kings County,Non-Metropolitan,,,0,,,1000 Skyline Blvd,Avenal,93204-1850,Region IX,Rural,-120.1217885,36.00780761
6519995187,Martinsville Henry County Coalition Health and Human Services,Federally Qualified Health Center,20,VA,Designated,9/1/2007,7/8/2010,,Martinsville City,Non-Metropolitan,,,0,,,22 E Church St Ste 311,Martinsville,24112-6208,Region III,Rural,-79.87221666,36.69069603
63799937B4,"Medical Resource Center for Randolph County, Inc.",Federally Qualified Health Center,20,NC,Designated,9/1/2007,5/13/2014,,Randolph County,Non-Metropolitan,,,0,,,1831 N Fayetteville St,Asheboro,27203-3273,Region IV,Rural,-79.80605333,35.74874244
629999291G,Crider Health Center,Federally Qualified Health Center,20,MO,Designated,9/1/2007,12/8/2010,,St. Charles County,Metropolitan,,,0,,,1032 Crosswinds Ct,Wentzville,63385-4836,Region VII,Non-Rural,-90.81770693,38.80291541
612999128A,Escambia Community Clinics Inc.,Federally Qualified Health Center,19,FL,Designated,9/1/2007,9/1/2007,,Escambia County,Metropolitan,,,0,,,2200 N Palafox St,Pensacola,32501-1723,Region IV,Non-Rural,-87.22040041,30.43482785
61999919C9,Crescent Community Health Center,Federally Qualified Health Center,17,IA,Designated,9/1/2007,12/27/2018,,Dubuque County,Metropolitan,,,0,,,1789 Elm St Ste A,Dubuque,52001-2256,Region VII,Non-Rural,-90.66632169,42.51008498
6159991536,Lanai Community Health Center,Federally Qualified Health Center,16,HI,Designated,9/1/2007,11/18/2016,,Maui County,Non-Metropolitan,,,0,,,478 Lauhala Pl,Lanai City,96763,Region IX,Rural,-156.9157062,20.82773289
61399913B8,"Neighborhood Improvement Project, Inc.",Federally Qualified Health Center,11,GA,Designated,9/1/2007,6/22/2016,,Richmond County,Metropolitan,,,0,,,2467 Golden Camp Rd,Augusta,30906-5515,Region IV,Non-Rural,-82.05048719,33.43018017
64899948K4,Chambers County Public Hospital District,Federally Qualified Health Center,8,TX,Designated,9/1/2007,2/17/2011,,Chambers County,Metropolitan,,,0,,,200 Hospital Dr,Anahuac,77514,Region VI,Non-Rural,-94.6871845,29.75269451
62699926L2,Lakeland Immediate Care Center,Federally Qualified Health Center,20,MI,Designated,9/3/2007,10/11/2012,,Cass County,Non-Metropolitan,,,0,,,109 School St,Cassopolis,49031-1023,Region V,Non-Rural,-86.01240357,41.9168814
6174911215,Illinois River State Correctional Center,Correctional Facility,12,IL,Designated,9/4/2007,7/6/2018,,Fulton County,Unknown,,12,1.46,2190,,1300 W Locust St,Canton,61520-8791,Region V,Rural,-90.08192137,40.56040848
6174730875,Western Illinois Correctional Center,Correctional Facility,3,IL,Designated,9/4/2007,8/31/2018,,Brown County,Unknown,,3,0.57,1928,,2500 Route 99 S,Mount Sterling,62353-1462,Region V,Rural,-90.75088586,39.96438742
60699906M7,Stanislaus County,Federally Qualified Health Center Look A Like,24,CA,Designated,9/7/2007,8/11/2016,,Stanislaus County,Metropolitan,,,0,,,1010 10th St Ste 6800,Modesto,95354-0887,Region IX,Non-Rural,-121.0007611,37.64091204
6177969349,Pinckneyville Correction Center,Correctional Facility,6,IL,Designated,9/13/2007,11/7/2016,,Perry County,Unknown,,6,1.87,4334,,5835 State Route 154,Pinckneyville,62274-3418,Region V,Rural,-89.32627805,38.08301345
6.54E+16,David C. Wynecoop Memorial Clinic,Indian Health Service Facility,24,WA,Designated,9/14/2007,10/6/2015,,Stevens County,Non-Metropolitan,,,0.8,,,6203 Wellpinit Agency Loop Rd,Wellpinit,99040,Region X,Rural,-117.9881282,47.88764184
60499904B6,Peach Springs PHS Indian Health Center,Indian Health Service Facility,22,AZ,Designated,9/14/2007,6/24/2010,,Mohave County,Non-Metropolitan,,,0,,,PO BOX 190,Peach Springs,86434-0190,Region IX,Rural,-113.427431,35.528838
6329993243,Owyhee Community Hospital,Indian Health Service Facility,18,NV,Designated,9/14/2007,1/24/2012,,Elko County,Non-Metropolitan,,,0,,,515 Shoshone Cir,Elko,89801-5072,Region IX,Rural,-115.7649812,40.84751549
60499904B7,Salt River Clinic,Indian Health Service Facility,16,AZ,Designated,9/14/2007,6/3/2010,,Maricopa County,Metropolitan,,,0,,,10005 E Osborn Rd,Scottsdale,85256-4019,Region IX,Non-Rural,-111.8652195,33.48767241
64199941A2,Warm Springs PHS Indian Health Center,Indian Health Service Facility,14,OR,Designated,9/14/2007,9/14/2007,,Wasco County,Non-Metropolitan,,,0,,,PO BOX 1209,Warm Springs,97761-1209,Region X,Rural,-121.2166925,44.867112
6329993241,Elko Health Center,Indian Health Service Facility,0,NV,Designated,9/14/2007,5/12/2014,,Elko County,Non-Metropolitan,,,0,,,515 Shoshone Cir,Elko,89801-5072,Region IX,Rural,-115.7649812,40.84751549
642999425P,State Correctional Institution - Forest,Correctional Facility,6,PA,Designated,9/28/2007,5/9/2014,,Forest County,Non-Metropolitan,,1.4,1.04,2965,,1 Woodland Dr,Marienville,16239,Region III,Rural,-79.10384918,41.48286446
64899948J8,Community Health Clinics of Northeast TX,Federally Qualified Health Center,19,TX,Withdrawn,9/30/2007,5/30/2014,,Smith County,Non-Metropolitan,,,0,,,928 N Glenwood Blvd,Tyler,75702-5055,Region VI,Non-Rural,-95.31918062,32.35988525
6.48E+13,Dba Vine Hill/University Community Health Services,Federally Qualified Health Center,18,TN,Designated,9/30/2007,3/12/2010,,Davidson County,Metropolitan,,,0,,,601 Benton Ave,Nashville,37204-2303,Region IV,Non-Rural,-86.76896572,36.13169953
64899948J7,East Texas Border Health Clinics,Federally Qualified Health Center,15,TX,Designated,9/30/2007,5/22/2012,,Harrison County,Metropolitan,,,0,,,401 N Grove St Ste A,Marshall,75670-3251,Region VI,Rural,-94.37135309,32.54779956
64899948J9,Health Center of Southeast Texas,Federally Qualified Health Center,8,TX,Designated,9/30/2007,1/28/2011,,Liberty County,Non-Metropolitan,,,0,,,401 E Crockett St,Cleveland,77327-4396,Region VI,Non-Rural,-95.08440955,30.34202364
6119991111,Whitman Walker Clinic,Federally Qualified Health Center,15,DC,Designated,10/11/2007,4/4/2014,,District of Columbia,Metropolitan,,,0,,,1701 14th St NW,Washington,20009-4308,Region III,Non-Rural,-77.03189671,38.912778
6339993323,Charlestown Family Medical,Rural Health Clinic,0,NH,Designated,10/15/2007,7/1/2011,,Sullivan County,Non-Metropolitan,,,0,,,125 W Street Ext,Charlestown,3603,Region I,Rural,-72.42891653,43.23794344
63999939C1,"Family Health Care of Northwest Ohio, Inc.",Federally Qualified Health Center,20,OH,Designated,10/18/2007,11/18/2016,,Van Wert County,Metropolitan,,,0,,,1052 S Washington St,Van Wert,45891-2407,Region V,Rural,-84.58454225,40.85521183
63799937B2,Harmony Medical Care PA,Rural Health Clinic,0,NC,Designated,11/13/2007,11/13/2007,,Iredell County,Non-Metropolitan,,,0,,,3216 Harmony Hwy,Harmony,28634-9161,Region IV,Non-Rural,-80.77265806,35.94950562
6279992781,Ridgeview Arlington Clinic,Rural Health Clinic,14,MN,Designated,11/26/2007,7/22/2014,,Sibley County,Non-Metropolitan,,,0,,,315 4th St,Gaylord,55334-4470,Region V,Rural,-94.22070846,44.55442392
642999425U,Punxsutawney Medical Association,Rural Health Clinic,0,PA,Withdrawn,11/26/2007,8/24/2010,,Jefferson County,Non-Metropolitan,,,0,,,83 Hillcrest Dr,Punxsutawney,15767-2605,Region III,Rural,-78.99793063,40.96022767
6169991672,Not-Tsoo Gah-Nee Indian Health Center,Indian Health Service Facility,20,ID,Designated,12/1/2007,12/1/2007,,Bingham County,Non-Metropolitan,,,0,,,PO BOX 306,Fort Hall,83203-0306,Region X,Rural,-112.4370935,43.02987
60499904C1,Sells PHS Indian Hospital,Indian Health Service Facility,16,AZ,Designated,12/1/2007,8/24/2011,,Pima County,Non-Metropolitan,,,0,,,PO BOX 548,Sells,85634-0548,Region IX,Rural,-111.9675005,32.008569
64199941A3,Portland Area Office,Indian Health Service Facility,0,OR,Designated,12/1/2007,12/1/2007,,Multnomah County,Metropolitan,,,0,,,1220 SW 3rd Ave Ste 476,Portland,97204-2825,Region X,Non-Rural,-122.677522,45.51458007
6059990522,Booneville Community and Family Medical Clinic,Rural Health Clinic,18,AR,Designated,12/7/2007,5/13/2014,,Logan County,Non-Metropolitan,,,0,,,880 W Main St,Booneville,72927-3443,Region VI,Rural,-93.9349236,35.14094089
64899948K9,The Hope Project Inc.,Federally Qualified Health Center,21,TX,Designated,12/27/2007,11/7/2011,,Shelby County,Non-Metropolitan,,,0,,,157 Wall St,Tenaha,75974-5413,Region VI,Rural,-94.24477459,31.94434977
6409994086,Comanche County Hospital Authority,Federally Qualified Health Center,14,OK,Designated,1/2/2008,5/17/2012,,Comanche County,Metropolitan,,,0,,,3401 W Gore Blvd,Lawton,73505-6332,Region VI,Non-Rural,-98.43615859,34.60893059
6389993821,West Central Community Health Center Network,Federally Qualified Health Center,0,ND,Withdrawn,1/2/2008,3/30/2011,,Mercer County,Non-Metropolitan,,,0,,,1312 Highway 49 N,Beulah,58523-6038,Region VIII,Rural,-101.7824922,47.27613413
6209992087,Ellsworth Correctional Facility,Correctional Facility,3,KS,Withdrawn,1/4/2008,6/27/2013,6/27/2013,Ellsworth County,Non-Metropolitan,,,0.2,,,1607 State St,Ellsworth,67439-1628,Region VII,Rural,-98.2344026,38.74168638
6519995181,Lunenburg Correctional Center,Correctional Facility,12,VA,Withdrawn,1/11/2008,6/27/2013,6/27/2013,Lunenburg County,Non-Metropolitan,,,0.2,,,690 Falls Rd,Victoria,23974-2213,Region III,Rural,-78.2135133,37.01810454
6519995179,Baskerville Correctional Facility,Correctional Facility,12,VA,Withdrawn,1/11/2008,6/27/2013,6/27/2013,Mecklenburg County,Non-Metropolitan,,,0.3,,,4150 Hayes Mill Rd,Baskerville,23915-1720,Region III,Rural,-78.30276638,36.72334104
6519995180,Buckingham Correctional Center,Correctional Facility,9,VA,Withdrawn,1/11/2008,6/27/2013,6/27/2013,Buckingham County,Non-Metropolitan,,,0.1,,,1349 Correctional Center Rd,Dillwyn,23936-3552,Region III,Non-Rural,-78.47459204,37.56398182
